epoch,train_loss,val_loss,time
1.0,17002.428385416668,15172.76406612529,10.54363465309143
2.0,14124.904947916666,14462.120794663573,10.115123510360718
3.0,13126.240885416666,13848.885585846867,9.856632232666016
4.0,12352.705729166666,12974.130800464038,10.44167160987854
5.0,10036.009114583334,12366.94069025522,10.224157094955444
6.0,11044.380208333334,12003.523056844548,9.775808572769165
7.0,10579.603515625,11735.694170533643,9.924777030944824
8.0,10511.787760416666,11579.441415313226,10.313256978988647
9.0,11265.295572916666,11429.012470997679,10.036667823791504
10.0,11136.6875,11282.456496519722,10.032045602798462
11.0,10419.080729166666,11174.550899071926,10.307589530944824
12.0,11880.178385416666,11015.10295823666,10.1531081199646
13.0,10547.470052083334,10893.587296983758,9.471893548965454
14.0,10354.874348958334,10733.842662412993,10.199331045150757
15.0,10173.3671875,10639.935179814385,9.540820837020874
16.0,9238.561848958334,10559.30785962877,10.506474256515503
17.0,9582.936848958334,10531.820765661252,10.68189549446106
18.0,9590.174479166666,10459.055974477958,10.417410850524902
19.0,10007.791015625,10407.011600928074,9.377963304519653
20.0,9681.5390625,10374.306989559165,10.133891820907593
21.0,10504.625651041666,10321.90458236659,10.308135271072388
22.0,10456.055989583334,10277.775232018561,9.951475381851196
23.0,9061.640625,10222.14225638051,9.727917671203613
24.0,9880.456380208334,10180.85150812065,10.506862878799438
25.0,10647.3359375,10117.310179814385,9.788241863250732
26.0,9191.599609375,10092.17836426914,10.10656213760376
27.0,8752.796875,10041.462006960557,10.58322787284851
28.0,9728.503255208334,10031.655742459398,10.097657680511475
29.0,9549.057291666666,9994.476363109048,9.66512656211853
30.0,8686.567057291666,9998.1563225058,10.171542882919312
31.0,9233.770833333334,9974.574970997679,9.731759548187256
32.0,8511.973958333334,9962.705481438516,10.101399421691895
33.0,9409.1484375,9946.31888051044,10.170947313308716
34.0,10386.41796875,9928.957076566125,9.837090730667114
35.0,9152.209635416666,9925.399506960557,10.061046361923218
36.0,9090.833333333334,9897.902987238978,9.804271936416626
37.0,8954.287109375,9890.534512761022,10.430604696273804
38.0,10409.185546875,9889.908642691415,9.807694673538208
39.0,8511.440104166666,9939.23288863109,10.711036205291748
40.0,9445.329427083334,9872.469765081207,9.971269845962524
41.0,9680.046223958334,9871.833671693736,10.261983156204224
42.0,7826.056640625,9843.949318445475,9.565105199813843
43.0,9432.875,9837.504785382831,9.978130578994751
44.0,8803.6484375,9834.412195475637,9.74288558959961
45.0,9201.760416666666,9820.433657192576,10.348725318908691
46.0,9256.64453125,9814.213674593968,10.037235498428345
47.0,9012.297526041666,9806.866009280742,10.22282862663269
48.0,9714.720703125,9809.023854408353,10.526409149169922
49.0,10694.120442708334,9801.952363689095,10.238182067871094
50.0,9006.310546875,9813.69554814385,10.470561504364014
51.0,8201.57421875,9784.609048723898,10.480169534683228
52.0,9214.620442708334,9785.516313805105,10.812566041946411
53.0,9960.986979166666,9783.363689095127,9.89670705795288
54.0,8589.813802083334,9773.155669953596,10.657298564910889
55.0,7910.611328125,9797.71700986079,10.36463475227356
56.0,9191.560546875,9770.981873549885,10.298787593841553
57.0,9311.578776041666,9765.926479118329,10.162892580032349
58.0,8717.179036458334,9757.889936194895,10.403109550476074
59.0,9290.557291666666,9764.614776682134,10.42495846748352
60.0,10480.717447916666,9750.526029582366,10.086176633834839
61.0,8175.189453125,9744.659875290023,10.482177734375
62.0,9321.995442708334,9745.904074825987,10.382538318634033
63.0,9229.05859375,9747.837949535962,10.051686763763428
64.0,8525.768229166666,9733.025159512761,10.149187088012695
65.0,8638.755208333334,9734.033280162414,9.83119797706604
66.0,8774.669921875,9720.022331786542,10.539396524429321
67.0,8505.771484375,9729.529437354988,10.47547435760498
68.0,9425.363932291666,9719.082004060325,10.248846054077148
69.0,9262.748046875,9721.677059164733,10.152913331985474
70.0,8852.21875,9733.099405452436,10.32311463356018
71.0,9733.115885416666,9723.193082946636,10.288020372390747
72.0,8927.189453125,9705.720707656612,9.835638999938965
73.0,9288.716145833334,9711.027987238978,10.20788049697876
74.0,8391.201171875,9706.432569605568,10.477291107177734
75.0,8443.68359375,9701.730713457076,10.250851154327393
76.0,8640.28125,9703.192720417634,10.151567697525024
77.0,9365.674479166666,9696.16886600928,10.389565706253052
78.0,9712.259114583334,9712.1250725058,10.125729084014893
79.0,10916.49609375,9688.96563225058,10.364895582199097
80.0,8617.841796875,9685.711934454757,10.580355167388916
81.0,8396.764322916666,9692.136093387471,10.11331844329834
82.0,8126.283854166667,9689.430684454757,10.191049575805664
83.0,8096.497395833333,9680.865936774942,11.006208658218384
84.0,8117.086588541667,9681.39392401392,10.355631113052368
85.0,7425.749348958333,9676.355423433875,10.98497748374939
86.0,8738.751302083334,9673.414225638051,10.57069730758667
87.0,7938.532552083333,9673.738616589328,10.295702695846558
88.0,8841.595703125,9670.698013341067,9.893421649932861
89.0,9379.975911458334,9667.50783062645,10.330955982208252
90.0,8297.397786458334,9670.767038863109,10.857967615127563
91.0,8925.2109375,9666.864269141532,10.152161836624146
92.0,7893.56640625,9665.621664733178,9.944185495376587
93.0,8919.368489583334,9659.562790023201,10.653172016143799
94.0,8557.628255208334,9712.542923433875,10.142890691757202
95.0,7809.897135416667,9661.401174593968,11.323732614517212
96.0,9354.228515625,9654.887035962876,10.478346109390259
97.0,8485.356770833334,9654.381888051044,10.549308061599731
98.0,8976.2890625,9668.326203596287,10.826775074005127
99.0,8658.063151041666,9657.938442575405,9.901745319366455
100.0,8328.98828125,9651.03262761021,10.799288511276245
