epoch,train_loss,val_loss,time
1.0,14787.899739583334,15134.955481438516,9.097591876983643
2.0,13034.82421875,14590.010730858468,9.079319477081299
3.0,13925.625,14236.874564965197,9.08015775680542
4.0,12077.1171875,12900.486513921114,9.319732427597046
5.0,11616.15234375,12178.105568445475,9.53323245048523
6.0,10106.73046875,11867.93895011601,10.296627283096313
7.0,11556.817708333334,11675.514936194895,9.702875852584839
8.0,11604.377604166666,11516.877755220417,10.096113920211792
9.0,10718.0234375,11400.019431554525,10.44956088066101
10.0,9938.0234375,11285.593387470997,9.95542597770691
11.0,11160.9453125,11144.209976798144,11.007014513015747
12.0,11050.22265625,10943.066850348028,9.945209503173828
13.0,9378.970052083334,10812.719692575405,10.579779386520386
14.0,9412.223307291666,10695.964327146172,10.296122550964355
15.0,11440.989583333334,10592.898926914153,10.039925813674927
16.0,8832.916666666666,10524.211571925754,10.379273653030396
17.0,9277.475260416666,10473.065980278423,9.753246068954468
18.0,10060.311197916666,10403.2658062645,9.948203325271606
19.0,8442.05078125,10338.83280162413,10.798171281814575
20.0,9633.233723958334,10278.014936194895,10.434724807739258
21.0,9368.346354166666,10228.594692575405,11.20686388015747
22.0,9585.896484375,10187.689530162414,10.129973888397217
23.0,9778.388020833334,10180.987238979118,11.014023065567017
24.0,10414.677083333334,10127.350928074246,9.7157564163208
25.0,10779.614583333334,10102.607163573086,12.367346048355103
26.0,9074.432291666666,10077.646606728538,9.630604028701782
27.0,8668.489583333334,10061.101943155452,10.222060918807983
28.0,9976.866536458334,10041.631090487239,9.641140222549438
29.0,9301.46875,10099.14849187935,8.726467609405518
30.0,10115.768880208334,10008.816560324825,8.167409181594849
31.0,9132.708984375,9996.261745939675,7.907525300979614
32.0,10002.518880208334,9983.273346867749,8.517056226730347
33.0,8082.645833333333,9969.117459396752,11.566076517105103
34.0,9371.047526041666,9964.13906612529,10.408408641815186
35.0,8824.736979166666,9944.572940835267,8.578892707824707
36.0,8532.025390625,9931.977668213458,9.401870727539062
37.0,8714.620442708334,9923.432134570765,9.597187280654907
38.0,8879.123697916666,9925.75145011601,9.152438879013062
39.0,10310.942708333334,9902.110788863109,9.976967334747314
40.0,9807.284505208334,9898.891966357309,9.619449377059937
41.0,8697.826171875,9897.652987238978,8.492926597595215
42.0,8532.115885416666,9882.844692575405,8.446170330047607
43.0,9137.481770833334,9876.054886890952,8.8892502784729
44.0,11276.404947916666,9877.469547563805,9.781814813613892
45.0,9354.411458333334,9864.394069025522,8.652661085128784
46.0,8773.451822916666,9856.131815545243,8.197734117507935
47.0,10040.955729166666,9842.810542343388,8.82499623298645
48.0,9525.438802083334,9839.500870069605,8.881985664367676
49.0,8620.306640625,9873.187790023201,8.488487720489502
50.0,8513.3671875,9831.442865429235,9.521095514297485
51.0,9624.7265625,9829.333164153133,8.333522319793701
52.0,10774.399088541666,9822.045968677494,8.442950248718262
53.0,10112.307942708334,9827.348027842227,9.006299257278442
54.0,9221.311197916666,9814.563225058004,8.880072593688965
55.0,9313.256510416666,9804.463457076567,9.051236867904663
56.0,10554.793619791666,9797.139211136891,8.867281436920166
57.0,9155.514322916666,9804.438515081207,8.47999382019043
58.0,8502.097005208334,9802.18895011601,9.288634777069092
59.0,8851.615885416666,9774.619054524363,9.019190549850464
60.0,9478.460286458334,9795.031612529003,8.859830856323242
61.0,10125.059244791666,9808.759570765662,8.611278295516968
62.0,9416.237630208334,9774.819315545243,9.014803647994995
63.0,8423.390625,9766.06416763341,9.088428258895874
64.0,9468.824869791666,9761.60636600928,8.939075708389282
65.0,9207.935546875,9752.483468677494,8.619890689849854
66.0,9195.643229166666,9765.636890951277,8.678163290023804
67.0,9416.90234375,9754.958091647331,8.842641830444336
68.0,9985.4296875,9756.680539443156,8.656370162963867
69.0,8785.532552083334,9769.101073085847,8.572146892547607
70.0,8763.2890625,9750.98107598608,9.236834526062012
71.0,9448.891927083334,9731.388413573086,9.185488939285278
72.0,9514.533854166666,9730.593242459398,8.775214672088623
73.0,8602.373046875,9738.705263921114,9.000449895858765
74.0,7279.663411458333,9724.892691415313,8.688627243041992
75.0,9000.266276041666,9719.121592227379,8.900285482406616
76.0,9204.641276041666,9726.145229118329,8.279619455337524
77.0,8749.041666666666,9721.367024361949,8.550631284713745
78.0,8858.83984375,9718.704973897911,8.248100996017456
79.0,8403.0859375,9716.108468677494,8.685094118118286
80.0,9361.1953125,9706.608251160093,8.685778856277466
81.0,9537.490885416666,9710.56721287703,8.712680101394653
82.0,8339.473307291666,9704.787920533643,8.424932718276978
83.0,10067.550130208334,9706.582729118329,8.501899719238281
84.0,8334.397135416666,9711.242604408353,8.625429630279541
85.0,10050.389322916666,9699.084686774942,9.062348365783691
86.0,11416.143229166666,9688.954248839907,7.891963243484497
87.0,9130.292317708334,9688.877537703016,8.684081792831421
88.0,7972.457682291667,9704.203886310905,9.000813484191895
89.0,9389.289713541666,9689.749057424595,9.14806318283081
90.0,10194.182942708334,9684.644069025522,8.951307773590088
91.0,9131.909505208334,9682.362093967517,8.03705906867981
92.0,10441.455729166666,9676.330553944315,8.871684551239014
93.0,9203.794921875,9691.517908932714,8.335445642471313
94.0,8875.64453125,9673.6716937355,8.157715797424316
95.0,9408.906901041666,9666.335339327146,8.781815528869629
96.0,9357.975911458334,9670.828741299303,8.16499376296997
97.0,8779.512369791666,9671.711789443156,8.071922779083252
98.0,10403.777994791666,9673.517836426914,8.165828227996826
99.0,8116.98828125,9659.482381090487,8.265653371810913
100.0,8970.059244791666,9668.563587587007,8.496336460113525
