epoch,train_loss,val_loss,time
1.0,16630.751302083332,15355.315110208816,11.179715156555176
2.0,14325.7109375,14500.000145011601,10.447332620620728
3.0,13421.946614583334,14341.223172853828,10.190046548843384
4.0,14746.524739583334,14119.322215777262,10.392381191253662
5.0,13794.420572916666,13492.350348027841,10.645566940307617
6.0,13739.244791666666,12946.78596287703,10.522979974746704
7.0,13679.325520833334,12733.622969837586,10.597430944442749
8.0,11602.325520833334,12658.308294663573,10.74934458732605
9.0,13706.541666666666,12537.872389791184,11.053017854690552
10.0,13086.213541666666,12520.296403712297,10.366833686828613
11.0,11810.022135416666,12413.955046403713,10.660874843597412
12.0,11653.712239583334,12385.387470997679,11.163234233856201
13.0,13337.10546875,12326.562209976799,10.270797729492188
14.0,12397.147135416666,12311.455771461717,10.755589485168457
15.0,13157.39453125,12378.899506960557,10.54077959060669
16.0,13020.2890625,12319.018271461717,10.402989387512207
17.0,12175.514322916666,12302.02030162413,10.768673419952393
18.0,12692.524739583334,12352.251305104408,9.903438329696655
19.0,12190.458333333334,12266.616879350348,9.3946533203125
20.0,12645.084635416666,12352.269721577726,9.916767358779907
21.0,11499.03515625,12202.392691415313,10.24918246269226
22.0,11488.794270833334,12168.918213457076,9.59667420387268
23.0,13202.54296875,12204.677929234338,9.186482906341553
24.0,13111.407552083334,12168.27204176334,9.606369495391846
25.0,10605.1953125,12147.223897911834,10.222704648971558
26.0,12146.60546875,12114.95461136891,10.216696977615356
27.0,11294.875,12356.672128770302,10.971069574356079
28.0,11902.74609375,12168.20620649652,9.973403692245483
29.0,12530.473958333334,12080.1406612529,9.707587480545044
30.0,12165.796875,12035.71737238979,10.754051208496094
31.0,11632.90625,12012.29524361949,10.155139207839966
32.0,10640.016276041666,11956.6091937355,10.173065662384033
33.0,12467.755208333334,11985.733468677494,9.836353063583374
34.0,11850.80078125,11988.261455916474,10.378830909729004
35.0,11657.57421875,12180.57033062645,9.043884992599487
36.0,11393.944010416666,11943.508555684455,9.409778833389282
37.0,11849.057291666666,11948.791328306264,9.986378192901611
38.0,10415.661458333334,12160.486948955917,9.751209020614624
39.0,11546.290364583334,12001.494199535962,10.164300680160522
40.0,10961.9375,12027.563805104408,9.939966678619385
41.0,10438.628255208334,11934.364269141532,9.564462423324585
42.0,12071.571614583334,11999.951276102089,9.309601306915283
43.0,11555.161458333334,11888.064965197216,9.275951862335205
44.0,11483.217447916666,11978.779147331787,9.519294023513794
45.0,10867.052734375,11877.008265661252,9.359612941741943
46.0,11223.35546875,11952.680394431554,9.577090501785278
47.0,12142.182291666666,11960.49361948956,9.654573917388916
48.0,12608.596354166666,11943.68111948956,9.54514765739441
49.0,11236.088541666666,11961.611513921114,9.896934270858765
50.0,10975.776041666666,11923.907482598608,10.334340572357178
51.0,10944.458333333334,11984.750145011601,9.575925350189209
52.0,11982.920572916666,12009.79393851508,9.310189247131348
53.0,11520.567708333334,11995.864559164733,9.69663143157959
54.0,10550.422526041666,11886.065400232019,10.402084589004517
