epoch,train_loss,val_loss,time
1.0,2687.9301970108695,2639.4562311746986,1.735607385635376
2.0,2166.9473505434785,2319.792921686747,1.6822750568389893
3.0,2242.3882472826085,2140.3550075301205,1.6024703979492188
4.0,1861.5482336956522,1995.976844879518,1.65751314163208
5.0,1929.5253057065217,2002.7837725903614,1.657041072845459
6.0,1899.3374660326087,1913.6873870481927,1.5429356098175049
7.0,1746.0726902173913,1879.6071818524097,1.8538329601287842
8.0,1953.8396739130435,1851.482577183735,1.6373486518859863
9.0,1827.4320652173913,1820.3660768072289,1.593336582183838
10.0,1873.5701426630435,1804.881890060241,1.5599687099456787
11.0,1632.5057744565217,1787.7326148343373,1.749831199645996
12.0,1967.3699048913043,1780.4080195783133,1.6823346614837646
13.0,1869.418648097826,1762.421969126506,1.6620745658874512
14.0,1704.58203125,1751.003717996988,1.657590627670288
15.0,1797.250679347826,1741.8226374246988,1.6372215747833252
16.0,1687.2948369565217,1730.161219879518,1.5735464096069336
17.0,1851.1039402173913,1714.9798004518073,1.6078085899353027
18.0,1689.1457201086957,1715.5874717620482,1.5946104526519775
19.0,1725.6503057065217,1702.9774472891565,1.6810853481292725
20.0,1833.3926630434783,1693.2631682981928,1.625885009765625
21.0,1894.2335258152175,1689.9993787650603,1.6788926124572754
22.0,1585.789402173913,1699.7722891566266,1.6402177810668945
23.0,1471.1219429347825,1691.621376129518,1.523564338684082
24.0,1545.9308763586957,1682.571922063253,1.5283794403076172
25.0,1542.1574388586957,1687.929405120482,1.6342072486877441
26.0,1565.484375,1664.4824642319277,1.5937087535858154
27.0,1534.975883152174,1662.17140436747,1.5592780113220215
28.0,1572.5288722826087,1668.1450865963855,1.6419897079467773
29.0,1688.50390625,1654.7724303463856,1.6497597694396973
30.0,1705.1260190217392,1657.7751129518072,1.6465861797332764
31.0,1586.8819633152175,1649.2811370481927,1.5785636901855469
32.0,1578.585597826087,1658.3364269578312,1.5488958358764648
33.0,1647.1085258152175,1646.4166886295181,1.6648056507110596
34.0,1534.981148097826,1640.271686746988,1.6729612350463867
35.0,1741.3670176630435,1651.9266001506023,1.7039680480957031
36.0,1611.4981317934783,1663.0571536144578,1.611912488937378
37.0,1482.6948029891305,1639.4929310993975,1.6821298599243164
38.0,1486.6306046195652,1653.0355233433736,1.7287752628326416
39.0,1684.8257472826087,1631.0865210843374,1.8646361827850342
40.0,1558.4942255434783,1639.139156626506,1.8625519275665283
41.0,1436.0450067934783,1638.947985692771,1.7830302715301514
42.0,1770.2136548913043,1633.681795933735,1.6585705280303955
43.0,1565.944972826087,1628.857388930723,1.6641664505004883
44.0,1531.3748301630435,1629.7225432981927,1.6100261211395264
45.0,1529.011039402174,1634.4781814759035,1.6193718910217285
46.0,1560.6830842391305,1636.9646460843373,1.7345938682556152
47.0,1618.703804347826,1640.485608057229,1.6645922660827637
48.0,1420.5066236413043,1634.537688253012,1.6031615734100342
49.0,1494.8972486413043,1628.7584902108433,1.6367738246917725
50.0,1502.160835597826,1628.1658697289156,1.5554542541503906
51.0,1586.1317934782608,1634.4388648343374,1.6919677257537842
52.0,1512.530570652174,1636.5434864457832,1.7756712436676025
53.0,1367.0959578804348,1633.2424416415663,1.7376139163970947
54.0,1646.0945991847825,1627.3376694277108,1.7617411613464355
55.0,1445.9099864130435,1634.2597703313254,1.7085137367248535
56.0,1399.1419836956522,1634.654593373494,1.6385350227355957
57.0,1537.4091372282608,1626.7725432981927,1.779520034790039
58.0,1361.4577955163043,1625.708687876506,1.6606159210205078
59.0,1471.0662364130435,1626.6062970632531,1.6736667156219482
60.0,1643.598335597826,1625.9156061746987,1.7036504745483398
61.0,1358.065132472826,1632.2979951054217,1.7656328678131104
62.0,1407.3560631793478,1639.5507153614458,1.6985297203063965
63.0,1454.366847826087,1632.8064759036145,1.5588078498840332
64.0,1334.2562839673913,1646.754951054217,1.7784614562988281
65.0,1558.1768002717392,1643.170500753012,1.6796071529388428
66.0,1759.9891304347825,1628.0393637048194,1.567577838897705
67.0,1348.7270720108695,1631.6309582078313,1.673997163772583
